feature,b,q_eff,I_raw,I_mm,I_null_mean,I_null_p95,perm_p,I_corrected,NMI_corrected,I_corrected_mmnull,I_null_mm_mean
F4,6,64,2.768001675265012,2.3921576809508682,2.5803075796982644,2.5877448659130424,0.0,0.0,0.0,0.22685698646937702,2.165300694481491
F4,7,128,3.615747990952931,3.208809469275602,3.498322102502141,3.5045541820665234,0.0,0.0,0.0,0.14255382022051233,3.0662556490550896
F4,8,256,4.526674820738233,4.105166291953585,4.456709529959962,4.461136601127752,0.0,0.0,0.0,0.08509300044422652,4.020073291509359
F5,1,2,0.4375855979086669,0.4062689667786028,0.06272315919585418,0.06688938418351115,0.0,0.3435458075827486,0.034794931096766624,0.38514850836455494,0.02112045841404787
F5,2,4,0.7679625621813599,0.6875165778174654,0.20045482819061275,0.20886109368616718,0.0,0.48706174962685267,0.04933048124609964,0.6066659607142731,0.08085061710319233
F5,3,8,1.090179109226991,0.9369275100798671,0.5006640731118729,0.5136714748585114,0.0,0.4362634369679942,0.04418553769043931,0.6604025627675695,0.2765249473122976
F5,4,16,1.5060506904142397,1.2683108183460092,1.0212036154769861,1.0345868574723363,0.0,0.2471072028690231,0.025027457496396326,0.5643668865932603,0.7039439317527489
F5,5,32,2.078104562344789,1.7643607812502609,1.7368318483274043,1.7462797753227237,0.0,0.02752893292285652,0.002788179343412843,0.407095608473675,1.3572651727765859
F5,6,64,2.797091314785664,2.4270664391637737,2.5807251909288995,2.589144674294739,0.0,0.0,0.0,0.2612477425490174,2.1658186966147563
F5,7,128,3.6251288295280553,3.22014482099927,3.498255941632394,3.504591201544695,0.0,0.0,0.0,0.15397088007760829,3.0661739409216615
F5,8,256,4.533412134434361,4.113280649004368,4.4567386432494995,4.460828140695164,0.0,0.0,0.0,0.09316736112089519,4.020113287883473
HNR,1,2,0.42680648872088867,0.39535659533069634,0.06301112762639569,0.06767967512219242,0.0,0.3323454677043006,0.03366054073097211,0.3739452811371375,0.02141131419355883
HNR,2,4,0.7368592631770845,0.6543699241578942,0.19940877983075292,0.20722851836730907,0.0,0.4549611443271413,0.04607927478421049,0.5745895647251515,0.0797803594327426
HNR,3,8,1.0389237843015113,0.8806526400229018,0.4993534231111538,0.5118487530801816,0.0,0.38129921691174795,0.038618663615913,0.6056095847155877,0.2750430553073141
HNR,4,16,1.4531458753111597,1.207365846881876,1.0212043950949978,1.031613801322408,0.0,0.18616145178687815,0.018854763309077094,0.5034204691998145,0.7039453776820614
HNR,5,32,2.0255038681198148,1.7018986797758195,1.7361560575900468,1.747149010104793,0.0,0.0,0.0,0.3454234590727676,1.356475220703052
HNR,6,64,2.759132467753872,2.382488899878961,2.5809957933546865,2.5898609634365983,0.0,0.0,0.0,0.2163340802271887,2.1661548196517724
HNR,7,128,3.6042062884832937,3.196068406464814,3.49903209098322,3.5044828147386022,0.0,0.0,0.0,0.12893130482061377,3.0671371016442004
HNR,8,256,4.512518631245863,4.089055589312672,4.456643047117446,4.460825963078802,0.0,0.0,0.0,0.06906299528690951,4.019992594025762
LHR,1,2,0.45796297739489766,0.4281566518796165,0.06297248292576955,0.06719576006472394,0.0,0.3651841689538469,0.03698650286488652,0.40678686973565326,0.021369782143963248
LHR,2,4,0.8222009167243378,0.7455306963974007,0.2001285944374505,0.20874449338080706,0.0,0.5454021019599502,0.05523929600904001,0.664992764717591,0.08053793167980974
LHR,3,8,1.1521316849162666,1.0054543572687873,0.5004306941859069,0.5135629949112814,0.0,0.5050236630828804,0.051149695823235856,0.7291905518533157,0.2762638054154716
LHR,4,16,1.5577591790532939,1.3277040973191063,1.0217097995193034,1.0339539619544638,0.0,0.3059942977998029,0.03099164732313933,0.6232120039120997,0.7044920934070066
LHR,5,32,2.1123881310609764,1.8045523101654535,1.7364588352366053,1.7463294074889775,0.0,0.06809347492884821,0.0068966283854824595,0.44775498878812425,1.3567973213773292
LHR,6,64,2.8083608426246407,2.4409567914519332,2.5813680916581245,2.5903440747816546,0.0,0.0,0.0,0.2743366120184003,2.166620179433533
LHR,7,128,3.6326979140619375,3.2306012545025897,3.49895303351678,3.5051298347166546,0.0,0.0,0.0,0.16356031231487922,3.0670409421877105
LHR,8,256,4.533310388962814,4.11442268462735,4.456777450291322,4.460900736921804,0.0,0.0,0.0,0.09426370448528143,4.020158980142068
RMS,1,2,0.5188561347309939,0.4914929506513914,0.0630847947658574,0.06826577148354085,0.0,0.42840815588553405,0.04338994083558873,0.47000619248823583,0.02148675816315558
RMS,2,4,0.9403621698939855,0.8716876851747237,0.20001884235737005,0.20872772071876158,0.0,0.6716688428173536,0.06802781634890301,0.7912761633575105,0.08041152181721324
RMS,3,8,1.3134224790715159,1.1830475679130217,0.4999693558596449,0.5126686491837782,0.0,0.6830782120533767,0.06918337758022257,0.9073819167442101,0.2756656511688116
RMS,4,16,1.7165328756088662,1.5087770120694195,1.0217583671615211,1.0334009557861483,0.0,0.48701864490789837,0.0493261155234133,0.804142401126805,0.7046346109426145
RMS,5,32,2.2356441631941717,1.9492191454258698,1.7364827278274868,1.7486522458668536,0.0,0.21273641759838302,0.021546323164854164,0.5923957104199908,1.356823435005879
RMS,6,64,2.8989922659557585,2.5495786199003216,2.580692049960021,2.588284274117422,0.0,0.0,0.0,0.3838097220369603,2.1657688978633614
RMS,7,128,3.6855072357687604,3.2942048192797753,3.49825525361044,3.505133134735883,0.0,0.0,0.0,0.22803312110643503,3.0661716981733402
RMS,8,256,4.5580490830319516,4.144580710608356,4.45665729649557,4.461028161073733,0.0,0.0,0.0,0.12457142406303312,4.0200092865453225
SemitoneSDF0,1,2,0.25351162341548594,0.21526195660073455,0.06300110863802065,0.0679837356625697,0.0,0.15226084796271389,0.01542124979162146,0.1938659123785305,0.02139604422220403
SemitoneSDF0,2,4,0.529196724642695,0.43004079394522776,0.20014442057862383,0.20917579014443743,0.0,0.22989637336660393,0.023284314039433512,0.34947833693834884,0.08056245700687892
SemitoneSDF0,3,8,0.8513487265911159,0.6695628536457576,0.4999285541703229,0.5105401516296887,0.0,0.16963429947543474,0.01718086389534628,0.3939070671342542,0.2756557865115034
SemitoneSDF0,4,16,1.3104646583447526,1.04191734603911,1.0224231157180512,1.0347798679879083,0.0,0.019494230321058792,0.001974410357612528,0.3365584240127528,0.7053589220263572
SemitoneSDF0,5,32,1.9306466871557237,1.5895538395324458,1.737635264308324,1.7483125169117704,0.0,0.0,0.0,0.23132150725432954,1.3582323322781162
SemitoneSDF0,6,64,2.698567461627041,2.3094959378598254,2.5810585608531778,2.589951576776321,0.0,0.0,0.0,0.14328744364369816,2.1662084942161273
SemitoneSDF0,7,128,3.5688207765535083,3.153050008006195,3.498792912026433,3.5038996676486325,0.0,0.0,0.0,0.08623421725919433,3.066815790747001
SemitoneSDF0,8,256,4.49975136110282,4.073185390423122,4.456990335323995,4.46124515154011,0.0,0.0,0.0,0.05278523724039896,4.020400153182723
SpectralEntropy,1,2,0.4284136282854387,0.39705257640199854,0.06300219878052743,0.0683422289972996,0.0,0.3340503776214711,0.03383321704308182,0.3756517457806761,0.021400830621322406
SpectralEntropy,2,4,0.7700467368145993,0.6904003260114724,0.19954237957206744,0.20850105014964315,0.0,0.49085794643940495,0.04971496681864067,0.6104903647052191,0.07990996130625332
SpectralEntropy,3,8,1.0835973738934346,0.9307899822800714,0.49943316660426346,0.5118329776134339,0.0,0.4313568156758079,0.04368858634942075,0.6557049411200172,0.27508504116005417
SpectralEntropy,4,16,1.4880615680995817,1.248633707403064,1.0220886726424572,1.036093271414972,0.0,0.22654503476060683,0.022944884498150242,0.5436321438579781,0.7050015635450859
SpectralEntropy,5,32,2.05775593982046,1.7404140777024768,1.7372798840579948,1.7475035584019345,0.0,0.003134193644481975,0.0003174367129408405,0.38256161013346657,1.3578524675690102
SpectralEntropy,6,64,2.7771765376657385,2.4037756847872735,2.5804673793226347,2.5890286723824563,0.0,0.0,0.0,0.23828231932391386,2.1654933654633597
SpectralEntropy,7,128,3.6104188018793444,3.2034802802020153,3.49871803904716,3.504723034177278,0.0,0.0,0.0,0.13673341208591516,3.0667468681161
SpectralEntropy,8,256,4.517286790976428,4.094623322604004,4.456495805346395,4.461076242318943,0.0,0.0,0.0,0.07481572798966152,4.019807594614343
SpectralFlux,1,2,0.392705293901475,0.3604114061971391,0.06311693312682425,0.0677067056258025,0.0,0.2972944730703148,0.030110513583955008,0.33889561912575294,0.021515787071386107
SpectralFlux,2,4,0.7196021039386302,0.6352915140310245,0.20013854963762867,0.20970667961389014,0.0,0.4351529643933958,0.04407306705081814,0.5547238599157842,0.08056765411524026
SpectralFlux,3,8,1.0415851086159975,0.8824699700232443,0.4992939537811981,0.5105200610503701,0.0,0.3831760162420462,0.03880874919384414,0.6075296942804276,0.27494027574281676
SpectralFlux,4,16,1.4643663701790786,1.2192970738038102,1.0225103969446934,1.0354980694693696,0.0,0.19678667685911688,0.019930905023270867,0.5138351399010511,0.7054619339027591
SpectralFlux,5,32,2.0411587845231747,1.7200855791216103,1.7366476715578747,1.7477113541756302,0.0,0.0,0.0,0.3630501143867648,1.3570354647348455
