feature,b,q_eff,I_raw,I_mm,I_null_mean,I_null_p95,perm_p,I_corrected,NMI_corrected,I_corrected_mmnull,I_null_mm_mean
AlphaRatio,6,64,2.767808331665595,2.397122927326345,2.579141689956847,2.592947812685987,0.0,0.0,0.0,0.2282623024582544,2.1688606248680906
AlphaRatio,7,128,3.602537470153546,3.203005911968141,3.4973331160476966,3.506586167391972,0.0,0.0,0.0,0.12793364404667695,3.075072267921464
AlphaRatio,8,256,4.513899894881511,4.1099304668736245,4.454856343243958,4.46267881362739,0.0,0.0,0.0,0.07196761475392499,4.0379628521196995
B1,1,2,0.38492112728651406,0.35102073280919655,0.0630992387439876,0.07163732465104013,0.0,0.28792149406520895,0.03427278015938637,0.3294402317377935,0.021580501071403014
B1,2,4,0.6818889708630884,0.5946108643542125,0.19907947502864493,0.2131600915086233,0.0,0.3955313893255676,0.04708214090269225,0.514994530351208,0.07961633400300455
B1,3,8,1.0117178970633844,0.8483796327635815,0.4987176061175209,0.5169294836372618,0.0,0.3496620266460606,0.0416220741290395,0.5735574901569093,0.27482214260667226
B1,4,16,1.4486866907238145,1.2013987222819988,1.0208941612834073,1.0418076930980862,0.0,0.18050456099859158,0.021486388701046997,0.49663067046604825,0.7047680518159506
B1,5,32,2.03441178828753,1.7143920644216522,1.734549007361814,1.7532465105441772,0.0,0.0,0.0,0.3574509219513571,1.356941142470295
B1,6,64,2.7640863024547606,2.392537978983361,2.57898511960213,2.59308524904242,0.0,0.0,0.0,0.22390480711298588,2.168633171870375
B1,7,128,3.6022262018477758,3.203187740309314,3.496925417791904,3.5057581729089446,0.0,0.0,0.0,0.12861316078171114,3.074574579527603
B1,8,256,4.508627009785872,4.104287759292777,4.454952352489456,4.461875473976709,0.0,0.0,0.0,0.06619869575795434,4.038089063534823
B2,1,2,0.35099810064667025,0.31697443200761555,0.06282605327453332,0.07177310980117299,0.0,0.2541483787330822,0.030252592084044454,0.295676361967797,0.02129807003981852
B2,2,4,0.633989149848702,0.543382640972963,0.1992447085611853,0.21188964946789912,0.0,0.34413793241177765,0.040964512706312114,0.46353450539008073,0.07984813558288223
B2,3,8,0.9395982873095026,0.7686170249820865,0.49867175969265726,0.5194316213761688,0.0,0.26994526528942925,0.032132976950433864,0.49380374655175724,0.27481327843032927
B2,4,16,1.3873311209636316,1.1314139612003178,1.0208908278871485,1.0414261389944897,0.0,0.11052313331316932,0.013156138491386495,0.4267188926820068,0.704695068518311
B2,5,32,1.987821045431465,1.65941867856756,1.7356361656786288,1.7541822460376861,0.0,0.0,0.0,0.3011709497725603,1.3582477287949997
B2,6,64,2.7271533379625,2.348578387272166,2.5800710548177666,2.594008823070846,0.0,0.0,0.0,0.17858930977195353,2.1699890775002126
B2,7,128,3.579751222682079,3.17664471380634,3.4967879068512944,3.507659264191913,0.0,0.0,0.0,0.10223908013058747,3.0744056336757524
B2,8,256,4.500461473425229,4.0945196588295705,4.454993709583912,4.46267881362739,0.0,0.0,0.0,0.05638122537977974,4.038138433449791
B3,1,2,0.3391311632342937,0.3036282046544123,0.06260993881514323,0.06953250670391853,0.0,0.24101826583926908,0.028689647038421483,0.2825425508491318,0.021085653805280477
B3,2,4,0.6041911018354327,0.5121053030188651,0.2001835352074498,0.21468930460749824,0.0,0.31192176781141534,0.037129656505278524,0.43134422836368297,0.08076107465518217
B3,3,8,0.9026223394784925,0.7304083355337188,0.4983208119221616,0.5209273695232575,0.0,0.23208752361155716,0.02762657473802144,0.45606249895672546,0.2743458365769933
B3,4,16,1.3563345556221211,1.0977053643006212,1.0202199263483882,1.0410905418567884,0.0,0.07748543795223295,0.009223491247545412,0.39374899811002484,0.7039563661905963
B3,5,32,1.9529313711299405,1.6182420220175135,1.7347049165035815,1.7517139071502932,0.0,0.0,0.0,0.26111785008986943,1.3571241719276441
B3,6,64,2.7198348778057984,2.3399039113363713,2.5780504218163998,2.5929666834921044,0.0,0.0,0.0,0.17239897768565093,2.1675049336507204
B3,7,128,3.570261522239358,3.1644429818054327,3.496673478781864,3.5064869546499597,0.0,0.0,0.0,0.0901869093352059,3.074256072470227
B3,8,256,4.500737463434785,4.0946723746773905,4.454300352674421,4.46090789230763,0.0,0.0,0.0,0.0574041965591805,4.03726817811821
B4,1,2,0.3717948331010952,0.3385108094324547,0.06278626542323237,0.06989293957599774,0.0,0.2757245440092223,0.03282091429837784,0.31724759627746774,0.021263213154986964
B4,2,4,0.6620579920684406,0.5740402405891505,0.2004716036196597,0.21558864127547323,0.0,0.3735686369694908,0.04446780123472572,0.49292021487876037,0.0811200257103901
B4,3,8,1.001781606565899,0.8383200681043608,0.49801757423523246,0.518627068832431,0.0,0.3403024938691283,0.040507960678427435,0.5643008913050263,0.27401917679933446
B4,4,16,1.4290860691839864,1.178592972537043,1.0204755701520258,1.0440889573195948,0.0,0.15811740238501715,0.01882152976772062,0.47434891126075784,0.7042440612762851
B4,5,32,2.0225939915107425,1.699369139439737,1.7341965413988085,1.751180695240623,0.0,0.0,0.0,0.3429043534649918,1.3564647859747452
B4,6,64,2.745837819379851,2.3707145452181155,2.5798055789602925,2.593496855617787,0.0,0.0,0.0,0.20103100767794047,2.169683537540175
B4,7,128,3.594392267550237,3.193627967747476,3.4969173688212267,3.507122641906505,0.0,0.0,0.0,0.11906266993216708,3.074565297815309
B4,8,256,4.513250995856424,4.1096513903337435,4.454779720462808,4.4619935575248375,0.0,0.0,0.0,0.07177563929894148,4.037875751034802
B5,1,2,0.3244393364178748,0.2889363778379934,0.06323906146428836,0.07223314260844393,0.0,0.22569731637370505,0.026865915418206213,0.26722406686680256,0.02171231097119085
