feature,b,q_eff,N,I_raw,I_mm,I_null_mean,perm_p,I_corrected,NMI_corrected
MFDR,2,4,53359,0.7615305975007942,0.5927680644698157,0.5373035034139684,0.0,0.055464561055847295,0.0041446879839179725
MFDR,3,8,53359,1.3200788362037699,1.0660167285930537,1.1412397480283554,0.0,0.0,0.0
MFDR,4,16,53359,2.036132479891055,1.7206749188423114,1.9189347393747678,0.0,0.0,0.0
MFDR,5,32,53359,2.870579677572742,2.5170779252910265,2.80075255427803,0.0,0.0,0.0
MFDR,6,64,53359,3.777982711165752,3.4027133095652715,3.7402795799533073,0.0,0.0,0.0
MFDR,7,128,53359,4.733807693314825,4.348502496440815,4.709552086545731,0.0,0.0,0.0
MFDR,8,256,53359,5.707789650425637,5.317405647726929,5.69394498374559,0.0,0.0,0.0
SQ,1,2,53355,0.40588614678747525,0.33564905560576896,0.16786954151483335,0.0,0.1677795140909356,0.012537622632587044
SQ,2,4,53355,0.8617187835033988,0.7083873244086547,0.5376230570605899,0.0,0.17076426734806482,0.012760663628932932
SQ,3,8,53355,1.411453941692205,1.1748313196324158,1.141226480347543,0.0,0.0336048392848729,0.002511181391037507
SQ,4,16,53355,2.099389464105892,1.797580823865987,1.918836158239428,0.0,0.0,0.0
SQ,5,32,53355,2.90907772054943,2.564639523566953,2.800704628981663,0.0,0.0,0.0
SQ,6,64,53355,3.802291926277343,3.433226234214743,3.739478703835242,0.0,0.0,0.0
SQ,7,127,53355,4.7232637874380465,4.340741062295134,4.688853609222566,0.0,0.0,0.0
SQ,8,252,53355,5.654180525717045,5.2652010486296135,5.636118428563914,0.0,0.0,0.0
NAQ,1,2,53359,0.4344456099371943,0.3674372327187303,0.16767109437589972,0.0,0.19976613834283058,0.014927880026843511
NAQ,2,4,53359,0.8727953353918068,0.7213400982246938,0.5375773423850329,0.0,0.18376275583966095,0.013731998802864409
NAQ,3,8,53359,1.4170948435659732,1.1821016840239995,1.1414995504407954,0.0,0.04060213358320408,0.0030340666540981712
NAQ,4,16,53359,2.097038083848906,1.7951396224834397,1.9189522115945044,0.0,0.0,0.0
NAQ,5,32,53359,2.9050303887069724,2.55996207783158,2.8011352768455846,0.0,0.0,0.0
NAQ,6,64,53359,3.797068423522415,3.426643565485346,3.7403809723238557,0.0,0.0,0.0
NAQ,7,128,53359,4.7398561878337215,4.356190826788719,4.709603846597918,0.0,0.0,0.0
NAQ,8,256,53359,5.709854901478696,5.320023757716626,5.694047503391987,0.0,0.0,0.0
SHR,1,2,53361,0.3776532190665307,0.30452865243546867,0.16755240350142706,0.0,0.13697624893404162,0.010235793851635063
SHR,2,4,53361,0.7921214634004983,0.6280128447464257,0.5372951235570391,0.0,0.09071772118938659,0.006779043082365337
SHR,3,8,53361,1.3456236074909853,1.0962935724466654,1.140960568968148,0.0,0.0,0.0
SHR,4,16,53361,2.0528644657456887,1.7409325304371315,1.9190525841542307,0.0,0.0,0.0
SHR,5,32,53361,2.882768640312527,2.532034958410012,2.801113878729993,0.0,0.0,0.0
SHR,6,64,53361,3.785032511650602,3.411520021254997,3.740291692991233,0.0,0.0,0.0
SHR,7,128,53361,4.734631716910918,4.349575214971296,4.709434557414764,0.0,0.0,0.0
SHR,8,256,53361,5.708122625921881,5.31780010572923,5.693970893179349,0.0,0.0,0.0
IHI,1,2,53240,0.40396597268213874,0.33373682166786445,0.16785348793876015,0.0,0.1658833337291043,0.012395927182169432
IHI,2,4,53240,0.7933347589305146,0.6299143982994089,0.5381694625449089,0.0,0.09174493575449993,0.006855803517927857
IHI,3,8,53240,1.33358264452594,1.0828876783351031,1.1427913329516484,0.0,0.0,0.0
IHI,4,16,53240,2.038887417194891,1.7244339987125485,1.9206197342423486,0.0,0.0,0.0
IHI,5,32,53240,2.86791738120278,2.513879064147938,2.8031870800840544,0.0,0.0,0.0
IHI,6,64,53240,3.7780069859742476,3.4027534172289435,3.7424397866951393,0.0,0.0,0.0
IHI,7,128,53240,4.731372689026156,4.345318970017889,4.71196477690838,0.0,0.0,0.0
IHI,8,256,53240,5.707967502971641,5.317330763677877,5.696203747321488,0.0,0.0,0.0
VFI,1,1,53342,0.0,0.0,0.0,1.0,0.0,0.0
VFI,2,2,53342,0.36733229306351056,0.31388472829278413,0.17410186956675366,0.0,0.13978285872603047,0.01044552276067105
VFI,3,3,53342,0.5102467051938486,0.4383802584914367,0.32512217470726,0.0,0.11325808378417668,0.008463411771512866
VFI,4,6,53342,0.8241587907538133,0.7111146604249914,0.6496463418505772,0.0,0.06146831857441415,0.004593329443831552
VFI,5,11,53342,1.0696256458120441,0.9420994938117442,0.9255367651908896,0.0,0.016562728620854617,0.0012376793575744588
VFI,6,22,53342,1.4052680129196684,1.2616757216669967,1.2801036953477467,0.0,0.0,0.0
VFI,7,43,53342,1.7079658450002704,1.5587869615688277,1.5981364848660298,0.0,0.0,0.0
VFI,8,86,53342,2.043507059341014,1.8892664984321605,1.94360410719987,0.0,0.0,0.0
SemitoneSDF0,1,2,53366,0.3652909255079404,0.2907865594321617,0.16771473302750542,0.0,0.12307182640465628,0.00919676114527623
SemitoneSDF0,2,4,53366,0.8246304801778059,0.6653061913047402,0.5371330488646647,0.0,0.1281731424400755,0.009577966060120518
SemitoneSDF0,3,8,53366,1.3931650875079225,1.1523375943474825,1.1410323427684512,0.0,0.011305251579031284,0.0008448050337512015
SemitoneSDF0,4,16,53366,2.0936150290415014,1.7896855608407716,1.9187503611042576,0.0,0.0,0.0
SemitoneSDF0,5,32,53366,2.911116544295357,2.566412050797622,2.8005615678996425,0.0,0.0,0.0
SemitoneSDF0,6,64,53366,3.806393732845958,3.4377601459179488,3.7400693121723947,0.0,0.0,0.0
SemitoneSDF0,7,128,53366,4.746088504111761,4.363766426384366,4.709373148042793,0.0,0.0,0.0
SemitoneSDF0,8,256,53366,5.71462598465958,5.325923439968207,5.6937838383448875,0.0,0.0,0.0
F1,1,2,53380,0.4874366571398454,0.4267116665066517,0.16787760855336523,0.0,0.2588340579532865,0.019341835388321665
F1,2,4,53380,0.980408713129,0.84445891919869,0.5370582059505208,0.0,0.3074007132481692,0.022971065094423617
F1,3,8,53380,1.5321452081302898,1.3167742826900515,1.1409723496256967,0.0,0.17580193306435477,0.013137112160460635
F1,4,16,53380,2.20238354133061,1.920639442417162,1.9184585597918629,0.0,0.002180882625299141,0.00016297033347674705
F1,5,32,53380,2.986992809915531,2.658761262519505,2.800626481391167,0.0,0.0,0.0
F1,6,64,53380,3.856721572362183,3.499228129125015,3.7398720326901262,0.0,0.0,0.0
F1,7,128,53380,4.774897596042496,4.399195085739009,4.709097422745433,0.0,0.0,0.0
F1,8,256,53380,5.729760182617795,5.344625300639525,5.6936183929915565,0.0,0.0,0.0
F2,1,2,53380,0.49342503319933506,0.4333744524574854,0.16764279524849235,0.0,0.26573165720899306,0.01985727076198707
F2,2,4,53380,0.967520013523945,0.8299122952774116,0.5369362232397396,0.0,0.29297607203767206,0.021893158121766294
F2,3,8,53380,1.5059105581738148,1.285547126176814,1.1408217595025052,0.0,0.1447253666743089,0.01081486045871976
F2,4,16,53380,2.1745652200375876,1.887135471067939,1.918688115500699,0.0,0.0,0.0
F2,5,32,53380,2.9615269703890625,2.6275816725246948,2.800645111328629,0.0,0.0,0.0
F2,6,64,53380,3.8343164136476986,3.471736795813303,3.739936055711389,0.0,0.0,0.0
F2,7,128,53380,4.766767957041846,4.388967282631953,4.709204211636407,0.0,0.0,0.0
F2,8,256,53380,5.725392950017486,5.33907785072936,5.693570876673412,0.0,0.0,0.0
F3,1,2,53380,0.5184300931517196,0.4612551212521332,0.1675700222903829,0.0,0.2936850989617503,0.021946141419867986
F3,2,4,53380,1.017467297715834,0.8873811231186082,0.5370506136995953,0.0,0.3503305094190129,0.026179070475773072
F3,3,8,53380,1.5563139462109863,1.345570221969698,1.141160122237383,0.0,0.20441009973231505,0.015274908302238942
F3,4,16,53380,2.2108991964391205,1.9310378251390112,1.9184879401617616,0.0,0.012549884977249626,0.0009378124783568541
F3,5,32,53380,2.981930824742154,2.652603361272691,2.8006239475330164,0.0,0.0,0.0
F3,6,64,53380,3.8468081194548898,3.4872352457194076,3.7400597183765196,0.0,0.0,0.0
F3,7,128,53380,4.7702256544145705,4.393399127625511,4.709182930540972,0.0,0.0,0.0
F3,8,256,53380,5.729516044118558,5.344240660079592,5.693532663775325,0.0,0.0,0.0
F4,1,2,53380,0.5336997767647897,0.4781358951611949,0.16751809206330256,0.0,0.31061780309789233,0.023211467855925795
F4,2,4,53380,1.018427703350147,0.8888379693673834,0.5371803923222255,0.0,0.3516575770451579,0.026278237964692554
F4,3,8,53380,1.550198638957859,1.338246596994578,1.1411983840320987,0.0,0.19704821296247932,0.014724778218216831
F4,4,16,53380,2.201689496053435,1.9198329954914293,1.9188235043946176,0.0,0.0010094910968116988,7.543601786760243e-05
F4,5,32,53380,2.9778514131996463,2.647493601285074,2.800703532855853,0.0,0.0,0.0
F4,6,64,53380,3.847625361576629,3.4880337542330544,3.739828899473098,0.0,0.0,0.0
F4,7,128,53380,4.774282541489834,4.398233459436629,4.709143637851741,0.0,0.0,0.0
F4,8,256,53380,5.731879423103145,5.347025545246268,5.693582258255934,0.0,0.0,0.0
F5,1,2,53380,0.5428083871366312,0.4882186531538668,0.16719148844847692,0.0,0.3210271647053899,0.023989325917966726
F5,2,4,53380,1.0348130361789547,0.9074338679511555,0.5371316877995189,0.0,0.37030218015163663,0.027671489096393262
F5,3,8,53380,1.5667456839463139,1.3579127877305037,1.1409444215633058,0.0,0.21696836616719795,0.016213347099926178
F5,4,16,53380,2.21267397787663,1.9338242214135377,1.9186764174484714,0.0,0.01514780396506632,0.0011319465958369208
F5,5,32,53380,2.981166265127518,2.652241574232054,2.800783008606071,0.0,0.0,0.0
F5,6,64,53380,3.843659094928313,3.483439911713626,3.739712006267556,0.0,0.0,0.0
F5,7,128,53380,4.769108075408745,4.3919537104780595,4.7091837525634785,0.0,0.0,0.0
F5,8,256,53380,5.728800936889716,5.343207081513167,5.693499816577173,0.0,0.0,0.0
B1,1,2,53380,0.5198970195783161,0.4628250825232403,0.16764214280334225,0.0,0.29518293971989806,0.02205807023484349
B1,2,4,53380,0.992777984670985,0.8593010270089394,0.5370796092288689,0.0,0.3222214177800705,0.024078568603280722
B1,3,8,53380,1.5231262828697574,1.3066500745520369,1.1408611549146388,0.0,0.16578891963739806,0.012388871921225179
B1,4,16,53380,2.180610233877811,1.8949508108729436,1.9185008504588261,0.0,0.0,0.0
B1,5,32,53380,2.9597393871595283,2.625840923315394,2.8008779695669754,0.0,0.0,0.0
B1,6,64,53380,3.8315326013920163,3.468681346240274,3.739906713808981,0.0,0.0,0.0
B1,7,128,53380,4.759746359109718,4.380643698937369,4.709018909828886,0.0,0.0,0.0
B1,8,256,53380,5.722062409641813,5.335157201698763,5.693577294834466,0.0,0.0,0.0
B2,1,2,53380,0.4887754046625137,0.428106614853597,0.16773252803288663,0.0,0.2603740868207104,0.019456916784806016
B2,2,4,53380,0.9430810134369327,0.8021012457336738,0.5371334018078848,0.0,0.264967843925789,0.019800193455747052
B2,3,8,53380,1.4721667139444126,1.2465953388975795,1.1408786148929442,0.0,0.10571672400463528,0.007899870247598249
B2,4,16,53380,2.1381342204662808,1.844082141035786,1.9184527156468152,0.0,0.0,0.0
B2,5,32,53380,2.93222439994571,2.5926496528494205,2.8006352717596177,0.0,0.0,0.0
B2,6,64,53380,3.812849346236016,3.445951631736204,3.7397958015548753,0.0,0.0,0.0
B2,7,128,53380,4.749513976149032,4.368097715377207,4.709043137537956,0.0,0.0,0.0
B2,8,256,53380,5.715227285642456,5.32672035420746,5.693551012570524,0.0,0.0,0.0
B3,1,2,53380,0.48451244545879746,0.42345024987993085,0.16751399144855086,0.0,0.25593625843138,0.019125292164511493
B3,2,4,53380,0.9336334919164155,0.791389205666885,0.5372300981229643,0.0,0.2541591075439207,0.01899249140329308
B3,3,8,53380,1.4657892467449116,1.238756650266831,1.140809884838301,0.0,0.09794676542852998,0.007319246271984383
B3,4,16,53380,2.1368600001677436,1.8420585764135318,1.9186984861455132,0.0,0.0,0.0
B3,5,32,53380,2.9325740871935615,2.5925778339151826,2.8004586914726826,0.0,0.0,0.0
B3,6,64,53380,3.8191212732318043,3.4533288416094727,3.739893279700948,0.0,0.0,0.0
B3,7,128,53380,4.754358066208702,4.373934686665802,4.709061082361619,0.0,0.0,0.0
B3,8,256,53380,5.7188394965654314,5.331203677906757,5.693615042070096,0.0,0.0,0.0
B4,1,2,53380,0.5048811168770371,0.4463947924109455,0.16760863612875931,0.0,0.27878615628218617,0.020832791426258653
B4,2,4,53380,0.9724531161635444,0.8359413139904461,0.5374008534101037,0.0,0.29854046058034245,0.0223089669534171
B4,3,8,53380,1.505676783782711,1.2854819542585467,1.1411571332361057,0.0,0.14432482102244104,0.010784928972403013
B4,4,16,53380,2.1717845383068237,1.8836335454255977,1.9184846417030965,0.0,0.0,0.0
B4,5,32,53380,2.960396845461995,2.626311045536932,2.8004955154947755,0.0,0.0,0.0
B4,6,64,53380,3.835768124783378,3.473619379935119,3.7397185199278598,0.0,0.0,0.0
B4,7,128,53380,4.761869157541817,4.383122435923234,4.7091373960395035,0.0,0.0,0.0
B4,8,256,53380,5.722713010165478,5.3359483042831215,5.693501894739638,0.0,0.0,0.0
B5,1,2,53380,0.4968951492551774,0.4371443062428142,0.1674283894931801,0.0,0.26971591674963413,0.020155001643265984
B5,2,4,53380,0.9475158064614106,0.807379051122334,0.5374607060569123,0.0,0.26991834506542167,0.020170128459237803
B5,3,8,53380,1.4734943061343486,1.2478105294389579,1.140879059619418,0.0,0.10693146981953983,0.007990644289377468
B5,4,16,53380,2.1428829313898277,1.8495614626749557,1.918295417605606,0.0,0.0,0.0
B5,5,32,53380,2.9355927485774664,2.596505075291594,2.8006775521356517,0.0,0.0,0.0
B5,6,64,53380,3.8160556199088695,3.4497573808680286,3.7397820192581714,0.0,0.0,0.0
B5,7,128,53380,4.750807302389543,4.369606478110786,4.7090233303407505,0.0,0.0,0.0
B5,8,256,53380,5.7161587726116,5.327764242825161,5.693587709314391,0.0,0.0,0.0
Nasality,1,2,53380,0.4780257044731311,0.41595189405724575,0.16763188360451856,0.0,0.2483200104527272,0.01855615448670896
Nasality,2,4,53380,0.9361440931589389,0.7941808110308024,0.5371421460946855,0.0,0.25703866493611693,0.01920767145151199
Nasality,3,8,53380,1.472845284603153,1.2473582107927381,1.1405052984775248,0.0,0.10685291231521332,0.007984773940130481
Nasality,4,16,53380,2.140459976142008,1.8467076344409996,1.9183281065930924,0.0,0.0,0.0
Nasality,5,32,53380,2.932680038147911,2.593077190639482,2.800794905311869,0.0,0.0,0.0
Nasality,6,64,53380,3.815696463221638,3.449454425005076,3.739629537258769,0.0,0.0,0.0
Nasality,7,128,53380,4.748584295188586,4.366868296687272,4.709117032465827,0.0,0.0,0.0
Nasality,8,256,53380,5.713538906155398,5.324535534105937,5.693649006806427,0.0,0.0,0.0
SpectralSkewness,1,2,53380,0.5510488020823967,0.49763928540948754,0.16781708900792297,0.0,0.32982219640156457,0.02464655030585305
SpectralSkewness,2,4,53380,1.040427930077776,0.9140041758627149,0.5367586414660497,0.0,0.3772455343966652,0.028190343593023626
SpectralSkewness,3,8,53380,1.5642814887302663,1.3548116498392968,1.1409806200072152,0.0,0.21383102983208158,0.01597890406166661
SpectralSkewness,4,16,53380,2.211661742334959,1.9319502398995922,1.9182179806438189,0.0,0.013732259255773371,0.0010261674994983116
SpectralSkewness,5,32,53380,2.9792040911127984,2.6493239862045943,2.8006020649892323,0.0,0.0,0.0
SpectralSkewness,6,64,53380,3.8436245300079968,3.48340534679331,3.7397867184326974,0.0,0.0,0.0
SpectralSkewness,7,128,53380,4.766544918897239,4.3889971481966015,4.709184463314232,0.0,0.0,0.0
SpectralSkewness,8,256,53380,5.724828403281599,5.338560138013705,5.693479301445101,0.0,0.0,0.0
SpectralKurtosis,1,2,53380,0.5552698199043693,0.5022349753933177,0.16791407644986875,0.0,0.33432089894344896,0.02498272385547864
SpectralKurtosis,2,4,53380,1.0527695101183419,0.9282472171247118,0.5370757709504524,0.0,0.39117144617425936,0.02923098212167942
SpectralKurtosis,3,8,53380,1.5810105239375183,1.3748003328547167,1.1411681621144387,0.0,0.23363217074027798,0.01745857953782214
SpectralKurtosis,4,16,53380,2.2275486501028574,1.951209197124216,1.9186106291859795,0.0,0.03259856793823657,0.0024359859747289723
SpectralKurtosis,5,32,53380,2.993864028635887,2.667543309265337,2.8007107835764398,0.0,0.0,0.0
SpectralKurtosis,6,64,53380,3.8547503443282736,3.4972194338749194,3.7397749889377825,0.0,0.0,0.0
SpectralKurtosis,7,128,53380,4.775816628351192,4.400357654952916,4.7092122634254645,0.0,0.0,0.0
SpectralKurtosis,8,256,53380,5.730084462199365,5.345071348673699,5.693565051789328,0.0,0.0,0.0
SpectralEntropy,1,2,53380,0.5490896864562185,0.495586501742844,0.16776058965888885,0.0,0.3278259120839552,0.024497374409277423
SpectralEntropy,2,4,53380,1.0361498468163468,0.9097635598174723,0.5371116280375694,0.0,0.37265193177990286,0.02784707846649682
SpectralEntropy,3,8,53380,1.5650014495675322,1.3563933566488373,1.1411194960590845,0.0,0.21527386058975284,0.016086722156506052
SpectralEntropy,4,16,53380,2.2073345526340837,1.9271266095842545,1.9184705463530114,0.0,0.008656063231243127,0.0006468397221505697
SpectralEntropy,5,32,53380,2.979167029768389,2.649427426920882,2.800848372219268,0.0,0.0,0.0
SpectralEntropy,6,64,53380,3.8422260513422337,3.4817726980263863,3.7398689443225375,0.0,0.0,0.0
SpectralEntropy,7,128,53380,4.767772807786489,4.390515408011293,4.7090740544696175,0.0,0.0,0.0
SpectralEntropy,8,256,53380,5.724008769211018,5.337506333841965,5.6935489408863695,0.0,0.0,0.0
SpectralRolloff,1,2,53380,0.5546817520104579,0.501759309147964,0.16743159041055478,0.0,0.3343277187374092,0.0249832334767132
SpectralRolloff,2,4,53380,1.0578190310828557,0.9341303836493609,0.537262292567135,0.0,0.39686809108222587,0.029656674045481404
SpectralRolloff,3,8,53380,1.5925365406269165,1.3881997103534065,1.140589427747867,0.0,0.24761028260553952,0.018503118810881132
SpectralRolloff,4,16,53380,2.2339679135619654,1.9584808397515516,1.9183972850008797,0.0,0.040083554750671935,0.002995314928401721
SpectralRolloff,5,32,53380,2.9979332142789232,2.672005900678325,2.800516376786161,0.0,0.0,0.0
SpectralRolloff,6,64,53380,3.8589952807769805,3.5021013129987892,3.7400131046393637,0.0,0.0,0.0
SpectralRolloff,7,128,53380,4.776932091828689,4.40172602213967,4.709242866630846,0.0,0.0,0.0
SpectralRolloff,8,256,53380,5.7313821934289955,5.346584516396401,5.6935687367722565,0.0,0.0,0.0
SpectralFlux,1,2,53380,0.5370860100571413,0.48178439896684644,0.1675913401952991,0.0,0.31419305877154735,0.02347863519571799
SpectralFlux,2,4,53380,1.0154915737845975,0.8857145037209033,0.5369740853255024,0.0,0.34874041839540093,0.026060248095618212
SpectralFlux,3,8,53380,1.5423226908210204,1.328778292169842,1.1410156070648134,0.0,0.18776268510502847,0.014030900632196435
SpectralFlux,4,16,53380,2.1986883915046853,1.9162136818756128,1.918541931786673,0.0,0.0,0.0
SpectralFlux,5,32,53380,2.9754075400911937,2.644956060136156,2.800588424326465,0.0,0.0,0.0
SpectralFlux,6,64,53380,3.8446164830302685,3.484678303936974,3.7398982642504137,0.0,0.0,0.0
SpectralFlux,7,128,53380,4.768665597922475,4.391642368248437,4.709063669289066,0.0,0.0,0.0
SpectralFlux,8,256,53380,5.72585715839511,5.339832430032434,5.693567726529465,0.0,0.0,0.0
AlphaRatio,1,2,53380,0.5843015633940034,0.5348261044206062,0.16774334215445216,0.0,0.367082762266154,0.0274309123682779
AlphaRatio,2,4,53380,1.0963908218881517,0.9785283265715545,0.5367749330058502,0.0,0.4417533935657043,0.03301080811444983
AlphaRatio,3,8,53380,1.626094250568915,1.4281830478712774,1.1407688569036933,0.0,0.287414190967584,0.021477536665464435
AlphaRatio,4,16,53380,2.2514694443840977,1.9800100963136629,1.9186146012130496,0.0,0.06139549510061326,0.004587887580215147
AlphaRatio,5,32,53380,3.00404589056534,2.6797109336526397,2.800377602615954,0.0,0.0,0.0
AlphaRatio,6,64,53380,3.8596936897478447,3.5030526256789045,3.7399031142568178,0.0,0.0,0.0
AlphaRatio,7,128,53380,4.7780908530904505,4.40316578752282,4.709184630368852,0.0,0.0,0.0
AlphaRatio,8,256,53380,5.729608613432422,5.3444268974339195,5.693634037385526,0.0,0.0,0.0
LHR,1,2,53380,0.5761471638330491,0.5256132560024032,0.1678177769976164,0.0,0.35779547900478675,0.02673690360657738
LHR,2,4,53380,1.0878348188176385,0.9685204688738409,0.5367683498053721,0.0,0.4317521190684688,0.032263445087618706
LHR,3,8,53380,1.615467179377271,1.4156545154582023,1.1410048189332216,0.0,0.2746496965249807,0.0205236871130669
LHR,4,16,53380,2.2505536289822565,1.9786634079256835,1.918611676237659,0.0,0.06005173168802447,0.004487472468955591
LHR,5,32,53380,3.0073199419208727,2.6835563600550074,2.800562349620059,0.0,0.0,0.0
LHR,6,64,53380,3.863284145878122,3.5072893912883885,3.7398098180126205,0.0,0.0,0.0
LHR,7,128,53380,4.778203254739006,4.403212621543052,4.709148519577112,0.0,0.0,0.0
LHR,8,256,53380,5.732020735081273,5.347372926913419,5.693536703473008,0.0,0.0,0.0
SPI,1,2,53380,0.5627901670843958,0.5106451689577582,0.16779271657826209,0.0,0.34285245237949613,0.02562025936170818
SPI,2,4,53380,1.069122359030736,0.9472227711701144,0.5369220404681967,0.0,0.41030073070191775,0.030660451934717364
SPI,3,8,53380,1.5919581078134755,1.388080250938243,1.1408867626436214,0.0,0.24719348829462162,0.01847197311461415
SPI,4,16,53380,2.230424263210672,1.9546655520829113,1.91833365989326,0.0,0.03633189218965116,0.002714965270162815
SPI,5,32,53380,2.995441919383971,2.669102466405329,2.800476849269381,0.0,0.0,0.0
SPI,6,64,53380,3.854135054423784,3.4961826377883405,3.739789499174535,0.0,0.0,0.0
SPI,7,128,53380,4.772734179532053,4.396497761397921,4.709053784425842,0.0,0.0,0.0
SPI,8,256,53380,5.728888285126345,5.343481765830727,5.693549558953757,0.0,0.0,0.0
GNE,1,2,53380,0.3072916311939462,0.22699938690769805,0.16712227917396585,0.0,0.0598771077337322,0.004474423383354235
GNE,2,4,53380,0.7108671185113309,0.5339469236818069,0.5370903868454602,0.0,0.0,0.0
GNE,3,8,53380,1.2808854641303746,1.0188397541266294,1.1411081803397938,0.0,0.0,0.0
GNE,4,16,53380,2.015311222174498,1.6952100606907994,1.9181064153790492,0.0,0.0,0.0
GNE,5,32,53380,2.8593018449388836,2.5031759550925017,2.800301938274183,0.0,0.0,0.0
GNE,6,64,53380,3.776773036518467,3.4013327967282834,3.7398491188132215,0.0,0.0,0.0
GNE,7,128,53380,4.729612867173653,4.343344601905763,4.709103641460324,0.0,0.0,0.0
GNE,8,256,53380,5.70515095924716,5.314124357523667,5.693636331336911,0.0,0.0,0.0
SSPF,1,2,47115,0.4153435143442703,0.34201230347724376,0.19176681502081597,0.0,0.1502454884564278,0.011227361377947713
SSPF,2,4,47115,0.9405888225323533,0.7909867849646997,0.5933399440631795,0.0,0.19764684090152018,0.014769511755786559
